frame num, cpu frame (ms), gpu frame (ms)
288,6.270333,11.438874
289,4.577625,13.135833
290,4.630125,14.675583
291,4.769292,13.105666
292,6.358416,13.54225
293,4.65125,15.723749
294,5.076,13.212
295,6.97675,14.260333
296,4.9125,14.444083
297,4.794459,14.397791
298,6.474333,13.85475
299,4.650208,14.52525
300,4.809709,14.510791
301,6.189875,14.640374
302,4.727375,14.52275
303,4.717708,12.463249
304,6.337625,13.180375
305,4.910792,12.994874
306,4.884458,13.197291
307,6.299,13.101
308,4.948542,12.930041
309,4.805166,14.548666
310,4.787459,14.778875
311,6.384958,13.101291
312,4.715458,14.942374
313,4.80375,14.255374
314,6.544334,14.105333
315,4.792166,15.323333
316,5.268167,13.754083
317,6.68275,14.566375
318,4.858792,14.558458
319,4.950625,12.173833
320,6.309958,15.120458
321,4.824917,13.905125
322,4.735833,15.2065
323,6.896542,14.595458
324,4.846041,12.909999
325,4.874875,14.404875
326,6.648542,12.53325
327,4.602958,12.735833
328,4.72825,13.937375
329,6.208959,13.051083
330,4.626208,14.42175
331,4.72675,14.374999
332,6.24875,13.063124
333,4.665958,14.402166
334,4.706959,13.246749
335,6.249791,13.099416
336,4.677584,15.028624
337,4.823708,13.684416
338,4.697958,15.5185
339,7.484292,13.249791
340,4.33475,15.487041
341,5.136125,15.527833
342,6.859333,14.020249
343,5.072125,14.620624
344,5.222,12.672
345,6.304875,14.48775
346,4.764167,14.989624
347,4.951708,12.389499
348,6.251334,14.686125
349,4.780291,14.758583
350,4.928917,12.168791
351,6.025708,14.557375
352,4.889584,13.027
353,4.555,14.697208
354,6.478625,12.485624
355,4.501416,14.473374
356,4.732584,14.553916
357,6.370333,12.975333
358,4.564375,15.223374
359,4.68525,15.276166
360,6.813875,12.923874
361,4.8315,14.783249
362,5.020458,13.047874
363,6.510459,12.870791
364,4.800208,14.515124
365,4.9375,13.005124
366,4.71725,14.45025
367,6.403625,12.490624
368,4.585667,14.369499
369,4.725583,14.671541
370,6.244083,12.660624
371,4.669917,15.207666
372,4.754,15.274875
373,6.673333,12.914291
374,4.824334,14.666083
375,4.890875,14.703124
376,6.444625,12.872416
377,4.792875,14.285083
378,5.059791,12.373458
379,5.965334,12.971166
380,4.817833,12.004916
381,4.591542,14.358291
382,4.683541,14.644999
383,6.258917,12.190791
384,4.54225,14.649749
385,4.727375,14.620125
386,6.279958,13.181249
387,4.682042,14.574875
388,4.748875,13.105999
389,6.328708,14.213166
390,4.5625,14.6015
391,4.836667,12.701583
392,6.102583,13.694249
393,4.728209,13.922708
394,4.703833,14.44375
395,6.46675,13.524749
396,4.535625,14.7845
397,5.093208,14.36925
398,6.552875,13.018624
399,4.850542,13.111916
400,4.851833,14.317875
401,6.608625,12.221541
402,4.605667,14.551666
403,4.6825,14.747333
404,6.567792,12.12425
405,4.534583,14.474
406,4.903125,12.363791
407,6.056708,13.029333
408,4.689417,14.889166
409,4.79625,13.418333
410,4.767333,13.067541
411,6.691334,14.464041
412,4.803708,13.036166
413,4.811667,14.446124
414,6.606583,12.127791
415,4.618625,14.27075
416,4.686417,14.796458
417,6.352,12.564458
418,4.704,12.633375
419,4.645875,14.392499
420,6.3365,12.484
421,4.655291,13.126375
422,4.720209,14.647208
423,6.496583,12.5345
424,4.830333,14.630874
425,4.806584,14.737999
426,6.486958,11.10375
427,4.894333,14.156624
428,4.813042,12.122624
429,4.591792,14.676666
430,6.298125,14.378624
431,4.831833,11.723166
432,4.557083,14.5595
433,6.153084,13.760833
434,4.771083,13.145833
435,4.685042,14.475499
436,6.31375,12.7135
437,4.613083,14.516124
438,4.677333,14.534125
439,6.332042,11.584125
440,4.788,15.073999
441,4.876417,14.156208
442,5.015166,13.409625
443,6.662084,14.489624
444,4.78275,13.018625
445,4.64625,14.390625
446,6.427291,14.589625
447,4.898209,13.203999
448,4.837375,14.364625
449,6.468708,12.0895
450,4.584125,13.075374
451,4.710875,13.790249
452,6.233875,13.337166
453,4.694333,13.174666
454,4.74,13.862499
455,6.126042,12.859
456,4.780583,14.675625
457,4.880334,13.487041
458,4.956916,13.067083
459,6.638792,14.750041
460,4.911958,12.938208
461,4.82175,14.468666
462,6.619334,14.089249
463,4.726125,12.556458
464,4.600458,14.046916
465,6.112667,14.519208
466,4.763958,12.54825
467,4.633542,14.484458
468,6.334291,12.964916
469,4.592792,14.40975
470,4.677417,14.515333
471,6.122833,13.388208
472,4.69875,14.545999
473,4.747417,13.383499
474,6.314875,13.097166
475,4.785208,13.031625
476,4.649958,12.91575
477,4.797625,14.816374
478,6.431917,11.670083
479,4.801292,14.647583
480,4.827333,14.731125
481,7.187833,12.9745
482,4.367542,14.862083
483,4.944917,14.792499
484,6.486875,13.290375
485,4.850541,14.506791
486,5.030375,14.084833
487,6.258792,13.255333
488,4.651958,14.315583
489,4.6935,13.433249
490,6.137125,14.635625
491,4.772584,13.369499
492,4.745333,14.685041
493,6.4985,13.183749
494,4.94825,14.8125
495,4.923,14.462874
496,6.505542,12.372124
497,4.733125,14.410291
498,4.7905,12.564083
499,6.197041,12.93575
